basin_ID,nse,alpha-nse,beta-nse,fhv,fms,flv,kge,beta-kge,peak-timing,peak-mape,pearson-r
04127918,5.3111e-01,9.4244e-01,1.0988e+00,-1.0595e+01,2.1730e+01,-5.5370e+02,7.3027e-01,1.0988e+00,1.1944e+00,5.3994e+01,7.5569e-01
04127997,-3.3963e-01,1.3646e+00,1.0771e+00,2.6838e-01,1.0068e+02,-6.3975e+01,4.4070e-01,1.0771e+00,1.5417e+00,4.2520e+01,5.8290e-01
04161580,1.9063e-01,8.0325e-01,6.3799e-01,-3.0585e+01,8.9186e+01,-2.7093e+02,4.3047e-01,6.3799e-01,1.2093e+00,7.4598e+01,6.0681e-01
04185000,6.5745e-01,7.9698e-01,8.4538e-01,-2.0376e+01,2.0504e+01,-1.2698e+02,6.8586e-01,8.4538e-01,8.8095e-01,4.9380e+01,8.1681e-01
04196800,6.3500e-01,8.3762e-01,9.6202e-01,-1.7172e+01,3.3976e+01,-4.3924e+01,7.3808e-01,9.6202e-01,9.2105e-01,5.3953e+01,7.9803e-01
04197100,5.8072e-01,8.9217e-01,1.0206e+00,-1.1686e+01,4.1021e+01,-1.3319e+02,7.4657e-01,1.0206e+00,6.7500e-01,5.1744e+01,7.7159e-01
04213000,6.3488e-01,9.0584e-01,8.9728e-01,-7.6832e+00,3.4622e+01,-3.0233e+02,7.6033e-01,8.9728e-01,3.9130e-01,4.3602e+01,8.0500e-01
04216418,3.3427e-01,7.9891e-01,8.7183e-01,-2.5249e+01,4.4275e+01,-4.0319e+02,5.4518e-01,8.7183e-01,1.3864e+00,6.6429e+01,6.1270e-01
04221000,4.5515e-01,7.9309e-01,1.0599e+00,-2.4858e+01,-1.6291e+01,-2.1097e+02,6.1789e-01,1.0599e+00,1.2105e+00,6.4489e+01,6.8439e-01
04224775,3.8624e-01,7.3929e-01,8.4024e-01,-3.3250e+01,7.2859e+01,-1.0807e+03,5.2576e-01,8.4024e-01,1.9512e+00,7.2702e+01,6.3750e-01
04233000,3.5669e-01,7.0350e-01,1.0021e+00,-3.3490e+01,-6.2885e+00,-1.9790e+02,5.0631e-01,1.0021e+00,1.4103e+00,7.3510e+01,6.0526e-01
04256000,7.2321e-01,1.0178e+00,9.4964e-01,1.6736e+00,2.9112e+01,-2.9741e+02,8.5480e-01,9.4964e-01,3.9130e-01,3.3743e+01,8.6498e-01
04296000,5.9599e-01,9.2421e-01,1.2662e+00,-5.3126e+00,-2.2449e+01,-3.4941e+02,6.6383e-01,1.2662e+00,1.1778e+00,3.7834e+01,8.0922e-01
05056000,-7.4225e-03,1.7549e-01,3.6255e-01,-8.3250e+01,-2.5564e+01,7.0016e+01,-3.0409e-01,3.6255e-01,1.9524e+00,9.3744e+01,2.1610e-01
05057000,8.1082e-02,2.5134e-01,4.7973e-01,-7.7116e+01,-2.6736e+01,8.2779e+01,-1.0096e-01,4.7973e-01,2.0952e+00,9.2251e+01,3.8280e-01
05057200,-1.7136e-02,1.3736e-01,1.2210e-01,-8.5770e+01,1.0693e+02,5.6994e+01,-4.6128e-01,1.2210e-01,2.0000e+00,9.7271e+01,2.1230e-01
05120500,1.0506e-01,4.6884e-01,5.3140e-01,-5.6101e+01,-1.5934e+01,5.3242e+01,5.6285e-02,5.3140e-01,2.3125e+00,8.5512e+01,3.7640e-01
05123400,2.0712e-01,3.6329e-01,4.3329e-01,-6.1997e+01,-7.6031e+01,-4.9701e+11,1.2133e-02,4.3329e-01,2.0000e+00,9.5501e+01,5.0067e-01
05129115,4.0078e-01,8.2669e-01,8.7738e-01,-1.2971e+01,-9.6463e+00,3.3318e+00,6.0600e-01,8.7738e-01,1.4000e+00,5.8204e+01,6.6809e-01
05131500,5.6652e-01,8.5558e-01,8.6000e-01,-1.4380e+01,-1.0683e+01,-6.2851e+01,6.9014e-01,8.6000e-01,1.3438e+00,5.9450e+01,7.6430e-01
05291000,1.5090e-01,6.7172e-01,5.0124e-01,-3.2260e+01,2.2286e+02,-3.1150e+00,1.9792e-01,5.0124e-01,1.4286e+00,9.0453e+01,4.6446e-01
05362000,6.9548e-01,8.3321e-01,7.4188e-01,-1.8875e+01,4.2007e+01,-6.3047e+02,6.5576e-01,7.4188e-01,9.1176e-01,5.0636e+01,8.4490e-01
05393500,7.5012e-01,9.4039e-01,8.6482e-01,-7.1013e+00,3.5580e+01,-2.3044e+02,8.0421e-01,8.6482e-01,4.4444e-01,3.5656e+01,8.7153e-01
05399500,4.1552e-01,8.4084e-01,9.7384e-01,-1.6224e+01,4.8182e+01,-3.8840e+02,6.3049e-01,9.7384e-01,8.3333e-01,6.1724e+01,6.6755e-01
05408000,-1.0399e-01,5.7464e-01,8.3649e-01,-5.9650e+01,4.9974e+01,-4.8645e+02,1.0698e-01,8.3649e-01,1.6364e+00,7.7415e+01,2.3201e-01
05412500,5.0276e-01,8.2608e-01,8.0193e-01,-2.2374e+01,4.5980e+01,-1.1888e+02,6.2270e-01,8.0193e-01,1.1471e+00,6.7132e+01,7.3004e-01
05413500,4.0414e-02,7.0417e-01,9.3836e-01,-3.2504e+01,3.8208e+01,-2.8716e+02,3.1336e-01,9.3836e-01,1.6500e+00,7.8652e+01,3.8343e-01
05414000,1.3917e-01,7.0793e-01,8.4130e-01,-3.7553e+01,5.8180e+01,-2.0285e+02,3.7105e-01,8.4130e-01,1.8108e+00,7.7840e+01,4.6606e-01
05444000,1.2080e-01,5.6519e-01,8.1099e-01,-5.1289e+01,9.2845e+01,-2.9952e+02,2.3755e-01,8.1099e-01,1.8000e+00,8.0441e+01,4.0288e-01
05454000,1.1389e-01,6.0729e-01,8.2615e-01,-3.7072e+01,3.6358e+01,1.2719e+01,2.6203e-01,8.2615e-01,1.6000e+00,8.9518e+01,3.9988e-01
05458000,3.8102e-01,8.7278e-01,6.1674e-01,-2.6903e+01,1.2231e+02,-2.1335e+02,4.8269e-01,6.1674e-01,5.9677e+00,7.4947e+01,6.7668e-01
05466500,5.3224e-01,7.6212e-01,7.8191e-01,-3.0344e+01,6.5416e+01,-7.4111e+01,5.8609e-01,7.8191e-01,1.1842e+00,6.7649e+01,7.4083e-01
05487980,6.0225e-01,8.3429e-01,7.4162e-01,-1.5739e+01,2.4369e+02,7.0903e+01,6.2304e-01,7.4162e-01,9.9697e+00,6.5258e+01,7.8120e-01
05489000,3.4195e-01,6.8733e-01,7.1556e-01,-2.9645e+01,2.0743e+02,6.9985e+01,4.1555e-01,7.1556e-01,1.2105e+00,7.6218e+01,5.9637e-01
05495000,6.8674e-01,8.6965e-01,8.7888e-01,-1.2378e+01,1.2422e+02,-2.8472e-01,7.5433e-01,8.7888e-01,8.0000e-01,4.9517e+01,8.3062e-01
05495500,5.4556e-01,8.7813e-01,8.6588e-01,-1.4094e+01,2.6747e+02,8.7308e+01,6.9162e-01,8.6588e-01,9.3975e+01,6.3996e+01,7.5048e-01
05501000,5.8674e-01,9.7771e-01,9.7826e-01,-3.3028e+00,2.4426e+02,3.2534e+01,7.8665e-01,9.7826e-01,5.6757e-01,6.3432e+01,7.8893e-01
05503800,6.3610e-01,9.5209e-01,9.6355e-01,-5.1270e+00,2.4115e+02,9.9723e+01,8.0082e-01,9.6355e-01,4.5946e-01,5.3299e+01,8.1014e-01
05507600,4.2839e-01,8.9121e-01,9.3216e-01,-1.4208e+01,3.2742e+02,1.0000e+02,6.6089e-01,9.3216e-01,2.2963e+02,7.3273e+01,6.8606e-01
05508805,5.0595e-01,9.8484e-01,1.1654e+00,-5.8550e-01,1.8907e+02,-1.6560e+00,6.9993e-01,1.1654e+00,7.2500e-01,6.1499e+01,7.5009e-01
05514500,6.8137e-01,9.3244e-01,7.8814e-01,-1.0693e+01,3.6827e+02,8.4814e+01,7.2203e-01,7.8814e-01,8.9176e+01,5.9521e+01,8.3321e-01
05525500,7.4390e-01,9.0345e-01,8.9352e-01,-1.0192e+01,1.6912e+01,-4.0833e+02,8.0285e-01,8.9352e-01,3.3333e-01,4.2962e+01,8.6507e-01
05556500,2.5975e-01,6.6614e-01,5.7286e-01,-3.3128e+01,1.7003e+02,-9.8629e+01,3.0287e-01,5.7286e-01,7.2424e+00,7.9753e+01,5.6172e-01
05584500,6.6988e-01,8.0690e-01,8.3228e-01,-2.2307e+01,8.5455e+01,2.1024e+01,6.8793e-01,8.3228e-01,6.0000e-01,6.4067e+01,8.2121e-01
05585000,6.1155e-01,7.4756e-01,8.5975e-01,-2.9132e+01,3.7330e+01,-3.0812e+01,6.4039e-01,8.5975e-01,1.0882e+00,6.5816e+01,7.8571e-01
05591550,4.2260e-01,9.1699e-01,9.3249e-01,-9.7842e+00,9.7761e+01,-1.4043e+01,6.7143e-01,9.3249e-01,1.1622e+00,6.3904e+01,6.8934e-01
05592050,5.5416e-01,9.3526e-01,6.9268e-01,-1.0146e+01,3.6086e+02,1.0000e+02,6.0983e-01,6.9268e-01,3.2509e+02,6.0508e+01,7.6849e-01
05593575,7.3393e-01,9.0745e-01,9.6552e-01,-9.0208e+00,2.9225e+02,9.0684e+01,8.2716e-01,9.6552e-01,7.0270e-01,4.8969e+01,8.5816e-01
05593900,4.7215e-01,9.9699e-01,1.0466e+00,-2.9629e+00,3.3848e+02,9.3369e+01,7.3126e-01,1.0466e+00,1.8343e+01,5.2779e+01,7.3536e-01
05595730,7.2706e-01,8.0502e-01,8.6544e-01,-1.6740e+01,2.7301e+02,1.0000e+02,7.2203e-01,8.6544e-01,1.0065e+02,6.1373e+01,8.5460e-01
06191500,8.3038e-01,9.0467e-01,1.1771e+00,4.9361e+00,-3.8675e+01,1.9463e+01,7.8465e-01,1.1771e+00,2.0500e+00,2.9621e+01,9.2293e-01
06224000,7.1813e-01,8.6105e-01,9.6665e-01,-1.1474e+01,1.4639e+02,-1.7062e+01,7.9124e-01,9.6665e-01,1.8000e+00,4.4784e+01,8.4782e-01
06278300,5.3637e-01,6.5460e-01,1.0314e+00,-3.0415e+01,-4.0559e+01,2.3661e+01,5.6481e-01,1.0314e+00,1.4500e+00,5.3974e+01,7.3713e-01
06280300,6.2483e-01,7.1244e-01,1.0205e+00,-1.3321e+01,-4.5653e+01,3.4286e+01,6.4618e-01,1.0205e+00,2.2000e+00,5.7951e+01,7.9487e-01
06289000,6.7669e-01,8.2336e-01,9.6838e-01,-2.0853e+01,1.7032e+01,4.5839e+01,7.4801e-01,9.6838e-01,2.4000e+00,4.6069e+01,8.2309e-01
06311000,6.1814e-01,7.1606e-01,1.0019e+00,-2.6202e+01,-2.4343e+01,-8.8313e+01,6.4663e-01,1.0019e+00,1.8000e+00,6.2448e+01,7.8966e-01
06332515,-1.7409e-03,8.1773e-02,4.5238e-01,-9.2930e+01,5.3849e+00,7.4306e+01,-4.1392e-01,4.5238e-01,1.6522e+00,9.7095e+01,7.4714e-02
06339100,4.4848e-03,1.1653e-01,5.6018e-01,-8.7824e+01,-8.3942e+00,7.3845e+01,-3.3486e-01,5.6018e-01,1.2800e+00,9.5203e+01,1.0117e-01
06339500,7.1917e-04,7.9928e-02,3.1957e-01,-9.3687e+01,7.8258e+00,8.3277e+01,-3.9797e-01,3.1957e-01,1.5652e+00,9.5897e+01,1.9700e-01
06344600,1.1322e-02,1.1166e-01,6.0334e-01,-9.0521e+01,-1.8913e+01,8.4849e+01,-3.0462e-01,6.0334e-01,1.8333e+00,9.7198e+01,1.3078e-01
06350000,1.8652e-02,1.7508e-01,7.2299e-01,-8.0703e+01,7.4988e+00,8.1645e+01,-2.1815e-01,7.2299e-01,1.4444e+00,9.5000e+01,1.4756e-01
06352000,8.9552e-03,1.2309e-01,5.1262e-01,-8.8248e+01,9.9665e-01,8.5073e+01,-3.2559e-01,5.1262e-01,1.5714e+00,9.2571e+01,1.3357e-01
06353000,2.1032e-02,1.2314e-01,4.3266e-01,-8.7796e+01,-1.7789e+01,6.0774e+01,-3.1283e-01,4.3266e-01,1.1111e+00,8.9484e+01,2.0454e-01
06354000,1.8638e-02,2.6190e-01,5.3185e-01,-7.1048e+01,3.1301e+01,7.0178e+01,-1.9131e-01,5.3185e-01,1.3333e+00,9.3389e+01,1.9052e-01
06360500,1.2015e-01,3.4776e-01,6.2377e-01,-6.5419e+01,-3.2454e+01,4.8918e+00,1.2014e-02,6.2377e-01,1.3636e+00,8.6844e+01,3.6035e-01
06404000,3.0393e-01,7.8781e-01,9.6550e-01,-1.6107e+01,5.8118e+01,4.6981e+01,5.3429e-01,9.6550e-01,1.2500e+00,7.7747e+01,5.8688e-01
06406000,2.5265e-01,5.8360e-01,6.2281e-01,-4.7602e+01,3.7930e+01,8.5264e+01,2.7002e-01,6.2281e-01,1.4118e+00,8.3178e+01,5.3395e-01
06409000,-3.6894e+00,1.8818e+00,1.7887e+00,5.4426e+01,1.3404e+01,-4.3395e+01,-3.1944e-01,1.7887e+00,2.2857e+00,6.2723e+01,4.1566e-01
06431500,-5.5907e-02,6.9531e-01,8.3693e-01,-3.5596e+01,5.2807e+01,5.1598e+01,2.4667e-01,8.3693e-01,1.3684e+00,6.4753e+01,3.3062e-01
06447000,-3.1824e-02,1.7919e-01,2.7626e-01,-8.2005e+01,1.7336e+01,7.2782e+01,-3.4836e-01,2.7626e-01,1.4737e+00,9.7086e+01,2.1225e-01
06447500,-2.5983e-01,3.3013e-01,1.6440e-01,-6.0613e+01,3.6079e+02,-1.4911e+02,-3.2423e-01,1.6440e-01,2.0800e+00,9.6346e+01,2.2112e-01
06450500,-1.4449e-01,5.8245e-01,3.9445e-01,-4.2003e+01,2.0039e+02,-6.3561e+01,3.1901e-02,3.9445e-01,1.7037e+00,9.1923e+01,3.7058e-01
06452000,3.4066e-02,5.1063e-01,5.1994e-01,-4.7371e+01,5.2170e+01,7.0152e+01,4.1310e-02,5.1994e-01,1.6667e+00,9.0358e+01,3.2982e-01
06453600,1.2305e-01,3.7209e-01,2.7166e-01,-6.2148e+01,7.5594e+01,5.7132e+01,-8.5101e-02,2.7166e-01,1.3333e+00,9.4043e+01,4.9732e-01
06464500,-1.9757e-01,2.9550e-01,1.9797e-01,-6.9192e+01,1.2909e+02,4.7447e+00,-2.3886e-01,1.9797e-01,1.4516e+00,9.1124e+01,3.7135e-01
06468170,1.1019e-01,2.9682e-01,5.2792e-01,-7.5111e+01,-5.3229e+01,2.5108e+00,-5.9873e-02,5.2792e-01,2.4118e+00,8.8787e+01,3.6281e-01
06470800,-1.4079e-02,1.5016e-01,5.9476e-02,-8.9383e+01,-2.0687e+01,-0.0000e+00,-4.8696e-01,5.9476e-02,1.0850e+02,9.1017e+01,2.2267e-01
06477500,1.6698e-01,5.6294e-01,4.5532e-01,-4.4468e+01,3.9201e+01,4.9512e+01,1.0613e-01,4.5532e-01,1.4211e+00,9.0520e+01,4.4205e-01
06479438,-4.2807e-02,3.2990e-01,2.2077e-01,-6.5815e+01,1.6467e+02,8.2330e+01,-3.2059e-01,2.2077e-01,1.2030e+02,9.6557e+01,1.7071e-01
06601000,2.2045e-02,2.3468e-01,4.6782e-01,-7.4387e+01,2.6321e+01,-2.2675e+01,-1.7545e-01,4.6782e-01,1.8333e+00,9.3559e+01,2.8394e-01
06614800,8.1154e-01,9.4811e-01,1.1250e+00,-1.8503e+00,-3.3601e+01,4.5967e+01,8.3428e-01,1.1250e+00,1.6500e+00,2.9369e+01,9.0432e-01
06622700,6.3725e-01,8.2417e-01,1.0527e+00,-1.0546e+01,-1.1745e+01,1.1393e+01,7.2785e-01,1.0527e+00,2.2000e+00,4.4312e+01,7.9908e-01
06623800,7.3203e-01,9.0795e-01,1.2382e+00,5.0291e+00,-2.8667e+01,-7.0909e+01,7.1193e-01,1.2382e+00,2.2381e+00,2.8592e+01,8.6660e-01
06632400,6.0120e-01,7.6804e-01,1.0736e+00,-1.5416e+01,-3.4237e+01,3.4001e+01,6.6939e-01,1.0736e+00,2.4500e+00,5.9207e+01,7.7620e-01
06746095,7.2634e-01,7.4454e-01,8.4187e-01,-2.7877e+01,1.3797e+02,-1.2574e+02,6.7038e-01,8.4187e-01,1.2857e+00,4.0357e+01,8.6443e-01
06784000,-3.7454e-01,4.6857e-01,3.4227e-01,-5.4105e+01,1.9620e+02,-6.1152e+01,-1.4170e-01,3.4227e-01,1.6000e+00,9.1445e+01,2.3289e-01
06803510,-2.2760e-02,7.8785e-02,3.9108e-02,-9.1803e+01,7.7721e+01,1.0000e+02,-6.3465e-01,3.9108e-02,1.3026e+03,9.9923e+01,5.1252e-02
06803530,2.3066e-03,2.3157e-01,1.9442e-01,-7.1988e+01,9.4280e+02,1.0000e+02,-3.9051e-01,1.9442e-01,4.1641e+02,9.8199e+01,1.6689e-01
06814000,2.7370e-01,9.3448e-01,7.9168e-01,-8.6925e+00,3.9420e+02,9.2298e+01,5.5749e-01,7.9168e-01,1.2414e+00,7.8415e+01,6.1513e-01
06847900,-1.9999e-02,5.5170e-04,4.0483e-04,-9.9933e+01,-1.0000e+02,1.0000e+02,-7.1442e-01,4.0483e-04,2.0244e+03,9.9985e+01,2.9863e-02
06853800,-2.5788e-02,1.3187e-01,1.4567e-01,-8.5275e+01,1.0252e+02,4.6020e+01,-4.9117e-01,1.4567e-01,1.4444e+00,9.9212e+01,1.3975e-01
06876700,5.5499e-01,9.1799e-01,7.0795e-01,-1.6332e+01,7.5584e+01,-4.7949e+00,6.1571e-01,7.0795e-01,1.0400e+00,8.3204e+01,7.6408e-01
06878000,2.0018e-01,6.0959e-01,3.4311e-01,-4.4964e+01,7.1861e+02,9.9748e+01,8.5255e-02,3.4311e-01,3.2758e+02,9.4023e+01,4.9717e-01
06879650,1.8940e-01,5.8717e-01,7.8239e-01,-2.8214e+01,-6.6986e+01,-1.5612e+12,2.8394e-01,7.8239e-01,1.6400e+00,8.5325e+01,4.5691e-01
06885500,3.7321e-01,1.0937e+00,9.7250e-01,4.1151e+00,3.2225e+02,9.7943e+00,7.0109e-01,9.7250e-01,1.1176e+00,7.6349e+01,7.1750e-01
06888500,2.9979e-01,1.0397e+00,7.8636e-01,4.4942e+00,4.4986e+02,9.6368e+01,6.0128e-01,7.8636e-01,4.0242e+01,7.8062e+01,6.6569e-01
06889200,5.8611e-01,9.3391e-01,8.7181e-01,-4.4041e+00,2.8132e+02,7.7291e+01,7.3801e-01,8.7181e-01,7.8125e-01,6.3877e+01,7.8129e-01
06889500,5.5197e-01,1.1000e+00,9.8559e-01,8.3573e+00,2.5563e+02,2.9041e+01,7.7673e-01,9.8559e-01,9.7143e-01,6.5564e+01,8.0091e-01
06892000,5.8148e-01,8.8553e-01,9.2819e-01,-1.3363e+01,9.0461e+01,3.2937e+01,7.3446e-01,9.2819e-01,8.5294e-01,6.3229e+01,7.7141e-01
06903400,6.4736e-01,7.4497e-01,7.9812e-01,-2.2102e+01,1.2816e+02,5.0762e+01,6.2271e-01,7.9812e-01,9.6970e-01,6.4774e+01,8.0882e-01
06910800,4.0186e-01,8.6285e-01,7.2108e-01,-7.8843e+00,3.2075e+02,1.0000e+02,5.4375e-01,7.2108e-01,1.0857e+00,7.1116e+01,6.6600e-01
06911900,5.5107e-01,8.9588e-01,7.3725e-01,-1.1265e+01,3.1707e+02,1.0000e+02,6.2716e-01,7.3725e-01,3.5356e+02,7.1026e+01,7.5684e-01
06917000,6.3673e-01,9.0878e-01,7.9386e-01,-5.6249e+00,1.9371e+02,8.0239e+01,7.0270e-01,7.9386e-01,1.2588e+01,5.3614e+01,8.0616e-01
06918460,4.0657e-01,8.7026e-01,6.2194e-01,-1.2955e+01,2.3197e+02,-3.8816e+02,4.9236e-01,6.2194e-01,1.1471e+00,6.6693e+01,6.8705e-01
06919500,6.7413e-01,1.0449e+00,9.2040e-01,-6.6752e+00,9.4733e+01,2.8984e+01,8.2036e-01,9.2040e-01,7.2973e-01,5.5284e+01,8.4536e-01
06921070,4.5019e-01,9.9743e-01,8.2472e-01,9.0159e-01,3.8232e+02,8.5544e+01,6.7473e-01,8.2472e-01,7.5128e+00,6.2654e+01,7.2601e-01
06921200,4.6094e-01,9.4745e-01,9.1495e-01,-5.9305e+00,1.5732e+02,6.3541e+01,7.0009e-01,9.1495e-01,9.2683e-01,7.1648e+01,7.1724e-01
07014500,5.3208e-01,9.7250e-01,7.2235e-01,-1.5067e+01,3.2138e+02,-7.3176e+02,6.3895e-01,7.2235e-01,8.3784e-01,6.2446e+01,7.7084e-01
07056000,6.3522e-01,9.4645e-01,7.7722e-01,-5.6784e+00,2.4552e+02,-2.1096e+02,7.0377e-01,7.7722e-01,1.0294e+00,6.6123e+01,8.1225e-01
07057500,1.9054e-01,6.3309e-01,6.9662e-01,-3.8418e+01,1.7967e+02,-7.4049e+02,3.1171e-01,6.9662e-01,1.5455e+00,7.8231e+01,5.0293e-01
07060710,-5.5738e-02,7.0194e-01,1.1332e+00,-1.4601e+01,1.9756e+02,-4.8865e+02,2.3843e-01,1.1332e+00,1.4118e+00,8.0712e+01,3.1195e-01
07066000,1.7757e-01,9.6461e-01,6.2676e-01,-3.9232e+00,4.3266e+02,-1.2958e+03,4.4924e-01,6.2676e-01,8.8889e-01,6.9615e+01,5.9654e-01
07067000,2.7486e-01,7.5536e-01,8.6159e-01,-3.4291e+01,9.1984e+01,-2.3672e+02,4.8409e-01,8.6159e-01,1.2368e+00,7.7602e+01,5.6739e-01
07068000,4.2773e-01,9.5512e-01,6.6187e-01,-2.0943e+01,2.7642e+02,-1.2188e+03,5.7555e-01,6.6187e-01,5.6757e-01,6.3417e+01,7.4739e-01
07071500,2.2534e-01,6.1854e-01,7.6685e-01,-5.0110e+01,6.2384e+01,-4.7284e+02,3.4884e-01,7.6685e-01,1.4483e+00,7.9642e+01,5.2657e-01
07083000,7.1680e-01,8.2956e-01,1.0738e+00,-5.1019e+00,-4.1836e+01,-2.2076e+01,7.6011e-01,1.0738e+00,2.5500e+00,4.4587e+01,8.4819e-01
07142300,-2.8778e-02,1.9627e-01,2.1288e-01,-7.6926e+01,6.6129e+01,5.4518e+01,-3.7591e-01,2.1288e-01,1.5600e+00,9.4847e+01,2.0779e-01
07145700,5.4623e-01,9.5710e-01,1.0792e+00,-9.1341e+00,3.2438e+02,1.7917e+01,7.4747e-01,1.0792e+00,1.0000e+00,5.8544e+01,7.6407e-01
07148400,1.0238e-02,2.0389e-01,3.8102e-01,-8.1417e+01,6.9842e+00,4.9731e+01,-2.1917e-01,3.8102e-01,1.6061e+00,9.4495e+01,3.1485e-01
07149000,7.1943e-02,4.5595e-01,5.8663e-01,-6.2396e+01,1.4312e+02,7.5536e+01,6.3220e-02,5.8663e-01,8.7879e-01,8.7854e+01,3.5914e-01
07151500,1.7949e-01,7.7298e-01,5.0190e-01,-3.0526e+01,5.1028e+02,6.1994e+01,2.7158e-01,5.0190e-01,1.4545e+00,8.9617e+01,5.1943e-01
07167500,4.8779e-01,8.9972e-01,7.1807e-01,-6.2591e+00,3.1561e+02,1.0000e+02,5.9181e-01,7.1807e-01,2.3261e+02,7.2165e+01,7.2237e-01
07180500,-5.3796e-02,6.4918e-01,3.4753e-01,-4.6067e+01,5.0742e+02,1.0000e+02,-1.7604e-02,3.4753e-01,5.6509e+02,9.7209e+01,3.0235e-01
07184000,7.2983e-01,8.1608e-01,9.4065e-01,-9.1764e+00,1.1222e+02,4.9875e+01,7.5856e-01,9.4065e-01,7.2500e-01,6.1383e+01,8.5529e-01
07195800,2.1293e-01,6.4116e-01,7.0135e-01,-3.4172e+01,2.4786e+02,-2.7995e+02,3.1695e-01,7.0135e-01,1.6216e+00,8.5597e+01,5.0141e-01
07196900,1.3743e-01,5.6962e-01,8.5909e-01,-4.2473e+01,7.1642e+01,3.5317e+01,2.5384e-01,8.5909e-01,1.7027e+00,8.5865e+01,4.0699e-01
07197000,4.7773e-01,8.9249e-01,7.9756e-01,-1.1350e+01,1.9261e+02,-2.4605e+02,6.3646e-01,7.9756e-01,1.1429e+00,6.6284e+01,7.1783e-01
07208500,-6.8271e-01,1.2669e+00,1.9341e+00,9.4156e+00,1.8635e+01,-5.1991e+02,-1.0393e-01,1.9341e+00,1.8947e+00,6.2713e+01,4.7570e-01
07226500,2.3562e-03,6.1225e-02,5.1060e-01,-9.1642e+01,-6.8003e+01,-3.9325e+11,-4.0905e-01,5.1060e-01,2.0000e+00,9.8581e+01,7.0160e-02
07261000,6.0992e-01,1.0034e+00,9.0978e-01,-3.4660e+00,5.3844e+01,6.3639e+00,7.8632e-01,9.0978e-01,8.0556e-01,5.2049e+01,8.0633e-01
07291000,2.3089e-01,1.0395e+00,9.2494e-01,4.8155e+00,6.2740e+02,-6.6862e+01,6.2147e-01,9.2494e-01,1.3077e+00,7.2639e+01,6.3110e-01
07292500,1.7148e-01,9.4257e-01,7.0469e-01,-1.1732e+01,4.0768e+02,-7.3256e+02,4.7527e-01,7.0469e-01,1.3500e+00,7.7232e+01,5.7007e-01
07299670,-8.6416e-03,9.4940e-02,2.0222e-02,-9.6078e+01,-1.0000e+02,1.0000e+02,-6.0921e-01,2.0222e-02,2.2872e+03,9.9995e+01,9.9754e-02
07301410,-2.7650e-01,6.0170e-03,1.8028e-03,-9.9387e+01,1.5544e+02,9.3254e+01,-6.0940e-01,1.8028e-03,5.6207e+00,9.9977e+01,2.2169e-01
07301500,-2.6923e-02,1.6538e-01,1.8487e-01,-7.7917e+01,-1.0967e+01,6.8722e+01,-4.2466e-01,1.8487e-01,1.9643e+00,9.8080e+01,1.8231e-01
07315200,3.9786e-01,1.0144e+00,1.9823e+00,1.6104e+01,3.8428e+01,-1.7262e+02,-2.4169e-02,1.9823e+00,5.4167e-01,5.3181e+01,7.1047e-01
07315700,7.2514e-01,8.2798e-01,8.4493e-01,-2.0883e+01,1.1043e+02,1.6850e+01,7.2547e-01,8.4493e-01,5.8824e-01,6.8385e+01,8.5260e-01
07335700,3.7500e-01,8.4931e-01,8.4992e-01,-7.9080e+00,7.0205e+01,1.6595e+01,5.8797e-01,8.4992e-01,5.5225e+01,6.5489e+01,6.4710e-01
07340300,2.6226e-01,1.0407e+00,1.0892e+00,7.0021e+00,5.8694e+01,-7.7935e+02,6.3358e-01,1.0892e+00,8.8636e-01,6.0233e+01,6.4694e-01
07346045,4.5584e-01,7.3588e-01,6.8012e-01,-3.0946e+01,5.7228e+01,5.0937e+01,4.8968e-01,6.8012e-01,1.9355e+00,7.2651e+01,7.0277e-01
07362100,5.6042e-01,7.0485e-01,7.1132e-01,-2.5011e+01,1.1857e+02,4.2104e+01,5.2152e-01,7.1132e-01,9.3333e-01,5.8464e+01,7.5815e-01
07375000,5.7320e-01,7.9700e-01,7.7917e-01,-1.8907e+01,3.3992e+02,-1.6131e+03,6.1729e-01,7.7917e-01,9.2105e-01,6.8440e+01,7.6232e-01
08013000,6.1290e-01,7.3702e-01,8.1890e-01,-3.1799e+01,-1.3150e+01,-2.3854e+02,6.1677e-01,8.1890e-01,1.2424e+00,5.8042e+01,7.8807e-01
08014500,7.1984e-01,9.3693e-01,9.5936e-01,-1.3125e+01,7.6178e+01,-3.7590e+02,8.3479e-01,9.5936e-01,1.1212e+00,4.9686e+01,8.5281e-01
08023080,6.6442e-01,9.4393e-01,9.3104e-01,-1.9537e+00,2.2524e+02,8.6125e+01,8.0291e-01,9.3104e-01,6.4516e-01,5.0403e+01,8.2409e-01
08029500,7.1233e-02,8.8593e-01,6.8198e-01,-2.1666e+01,3.6259e+02,-7.0805e+02,3.9260e-01,6.8198e-01,1.6757e+00,8.4516e+01,4.9524e-01
08066200,2.6730e-01,9.4009e-01,1.3839e+00,3.1108e+00,1.8980e+02,5.7893e+01,4.5304e-01,1.3839e+00,8.5714e-01,6.5028e+01,6.1499e-01
08066300,4.3163e-01,9.1025e-01,9.1048e-01,-1.5830e+01,1.4131e+02,-6.5178e+02,6.6775e-01,9.1048e-01,9.0000e-01,5.8176e+01,6.9288e-01
